id,authors,title,references,category,abstract,year,source
704.1055,"Kentaro Takami (1), Ryo Yamazaki (1), Takanori Sakamoto (2), Goro Sato
  (2) ((1) Hiroshima Univ., (2) NASA/GSFC)","Probing the Structure of Gamma-Ray Burst Jets with Steep Decay Phase of
  their Early X-ray Afterglows","Astrophys.J.663:1118-1124,2007",astro-ph,"  We show that the jet structure of gamma-ray bursts (GRBs) can be investigated
with the tail emission of the prompt GRB. The tail emission which we consider
is identified as a steep-decay component of the early X-ray afterglow observed
by the X-ray Telescope onboard Swift. Using a Monte Carlo method, we derive,
for the first time, the distribution of the decay index of the GRB tail
emission for various jet models. The new definitions of the zero of time and
the time interval of a fitting region are proposed. These definitions for
fitting the light curve lead us an unique definition of the decay index, which
is useful to investigate the structure of the GRB jet. We find that if the GRB
jet has a core-envelope structure, the predicted distribution of the decay
index of the tail has a wide scatter and has multiple peaks, which cannot be
seen for the case of the uniform and the Gaussian jet. Therefore, the decay
index distribution tells us the information on the jet structure. Especially,
if we observe events whose decay index is less than about 2, both the uniform
and the Gaussian jet models will be disfavored according to our simulation
study.
",2009,arxiv
704.1056,Seong Chan Park,Black Hole's Life at colliders,"PoSstringsLHC:026,2006",hep-ph,"  In the series of papers by Ida, Oda and Park, the complete description of
Hawking radiation to the brane localized Standard Model fields from mini black
holes in the low energy gravity scenarios are obtained. Here we briefly review
what we have learned in those papers.
",2009,arxiv
704.1058,Pilar Ruiz-Lapuente,"Dark energy, gravitation and supernovae","Class.Quant.Grav.24:R91-R111,2007",gr-qc astro-ph hep-ph,"  The discovery of the acceleration of the rate of expansion of the Universe
fosters new explorations of the behavior of gravitation theories in the
cosmological context. Either the GR framework is valid but a cosmic component
with a negative equation of state is dominating the energy--matter contents or
the Universe is better described at large by a theory that departs from GR. In
this review we address theoretical alternatives that have been explored through
supernovae.
",2010,arxiv
704.106,"Hiroshi Itoyama, Kazunobu Maruyoshi","Deformation of Dijkgraaf-Vafa Relation via Spontaneously Broken N=2
  Supersymmetry","Phys.Lett.B650:298-303,2007",hep-th,"  It is known that the fermionic shift symmetry of the N=1, U(N) gauge model
with a superpotential of an adjoint chiral superfield is replaced by the second
(spontaneously broken) supersymmetry in the N=2, U(N) gauge model with a
prepotential and Fayet-Iliopoulos parameters. Based on a diagrammatic analysis,
we demonstrate how the well-known form of the effective superpotential in the
former model is modified in the latter. A set of two equations on the one-point
functions stating the Konishi anomaly is modified accordingly.
",2008,arxiv
704.1061,"Kuang-Ta Chao, Xiao-Gang He, Jian-Ping Ma","Comment on ""Chiral Suppression of Scalar Glueball Decay""","Phys.Rev.Lett.98:149103,2007",hep-ph hep-ex,"  Comment on ``Chiral Suppression of Scalar Glueball Decay''
",2008,arxiv
704.1062,"W.C. Zhang, Y. Zeng, W.X. Nie, L.L. Zhu and C.B. Yang","Scaling p_T distributions for p and \bar{p} produced in Au+Au collisions
  at RHIC","Phys.Rev.C76:044910,2007",nucl-th,"  With the experimental data from STAR and PHENIX on the centrality dependence
of the $p_T$ spectra of protons and anti-protons produced at mid-rapidity in
Au+Au collisions at 200 GeV, we show that for protons and anti-protons there
exists a scaling distribution independent of the colliding centrality. The
scaling functions can also describe data from BRAHMS for both proton and
anti-proton spectra at $y=2.2$ and 3.2. The scaling behaviors are shown to be
incompatible with the usual string fragmentation scenario for particle
production.
",2008,arxiv
704.1064,"Ozan S. Sariyer, A. Nihat Berker, and Michael Hinczewski","Excitation Spectrum Gap and Spin-Wave Stiffness of XXZ Heisenberg
  Chains: Global Renormalization-Group Calculation","Phys. Rev. B 77, 134413 (2008)",cond-mat.stat-mech,"  The anisotropic XXZ spin-1/2 Heisenberg chain is studied using
renormalization-group theory. The specific heats and nearest-neighbor spin-spin
correlations are calculated thoughout the entire temperature and anisotropy
ranges in both ferromagnetic and antiferromagnetic regions, obtaining a global
description and quantitative results. We obtain, for all anisotropies, the
antiferromagnetic spin-liquid spin-wave velocity and the Isinglike
ferromagnetic excitation spectrum gap, exhibiting the spin-wave to spinon
crossover. A number of characteristics of purely quantum nature are found: The
in-plane interaction s_i^x s_j^x + s_i^y s_j^y induces an antiferromagnetic
correlation in the out-of-plane s_i^z component, at higher temperatures in the
antiferromagnetic XXZ chain, dominantly at low temperatures in the
ferromagnetic XXZ chain, and, in-between, at all temperatures in the XY chain.
We find that the converse effect also occurs in the antiferromagnetic XXZ
chain: an antiferromagnetic s_i^z s_j^z interaction induces a correlation in
the s_i^xy component. As another purely quantum effect, (i) in the
antiferromagnet, the value of the specific heat peak is insensitive to
anisotropy and the temperature of the specific heat peak decreases from the
isotropic (Heisenberg) with introduction of either type (Ising or XY)
anisotropy; (ii) in complete contrast, in the ferromagnet, the value and
temperature of the specific heat peak increase with either type of anisotropy.
",2009,arxiv
704.1065,"Daisuke Yoshizumi, Yuji Muraoka, Yoshihiko Okamoto, Yoko Kiuchi,
  Jun-Ichi Yamaura, Masahito Mochizuki, Masao Ogata and Zenji Hiroi",Precise Control of Band Filling in NaxCoO2,J. Phys. Soc. Jpn. 76 (2007) 063705,cond-mat.str-el,"  Electronic properties of the sodium cobaltate NaxCoO2 are systematically
studied through a precise control of band filling. Resistivity, magnetic
susceptibility and specific heat measurements are carried out on a series of
high-quality polycrystalline samples prepared at 200 C with Na content in a
wide range of 0.35 =< x =< 0.70. It is found that dramatic changes in
electronic properties take place at a critical Na concentration x* that lies
between 0.58 and 0.59, which separates a Pauli paramagnetic and a Curie-Weiss
metals. It is suggested that at x* the Fermi level touches the bottom of the
a1g band at the gamma point, leading to a crucial change in the density of
states across x* and the emergence of a small electron pocket around the gamma
point for x > x*.
",2009,arxiv
704.1066,Andrew V. Knyazev,Observations on degenerate saddle point problems,"Comput. Methods Appl. Mech.Engrg. 196, Issues 37-40, 3742-3749
  (2007)",math.NA math.FA,"  We investigate degenerate saddle point problems, which can be viewed as limit
cases of standard mixed formulations of symmetric problems with large jumps in
coefficients. We prove that they are well-posed in a standard norm despite the
degeneracy. By wellposedness we mean a stable dependence of the solution on the
right-hand side. A known approach of splitting the saddle point problem into
separate equations for the primary unknown and for the Lagrange multiplier is
used. We revisit the traditional Ladygenskaya--Babu\v{s}ka--Brezzi (LBB) or
inf--sup condition as well as the standard coercivity condition, and analyze
how they are affected by the degeneracy of the corresponding bilinear forms. We
suggest and discuss generalized conditions that cover the degenerate case. The
LBB or inf--sup condition is necessary and sufficient for wellposedness of the
problem with respect to the Lagrange multiplier under some assumptions. The
generalized coercivity condition is necessary and sufficient for wellposedness
of the problem with respect to the primary unknown under some other
assumptions. We connect the generalized coercivity condition to the
positiveness of the minimum gap of relevant subspaces, and propose several
equivalent expressions for the minimum gap. Our results provide a foundation
for research on uniform wellposedness of mixed formulations of symmetric
problems with large jumps in coefficients in a standard norm, independent of
the jumps. Such problems appear, e.g., in numerical simulations of composite
materials made of components with contrasting properties.
",2010,arxiv
704.1071,M. E. Gusakov (Ioffe Institute),Bulk viscosity of superfluid neutron stars,"Phys.Rev.D76:083001,2007",astro-ph nucl-th,"  The hydrodynamics, describing dynamical effects in superfluid neutron stars,
essentially differs from the standard one-fluid hydrodynamics. In particular,
we have four bulk viscosity coefficients in the theory instead of one. In this
paper we calculate these coefficients, for the first time, assuming they are
due to non-equilibrium beta-processes (such as modified or direct Urca
process). The results of our analysis are used to estimate characteristic
damping times of sound waves in superfluid neutron stars. It is demonstrated
that all four bulk viscosity coefficients lead to comparable dissipation of
sound waves and should be considered on the same footing.
",2008,arxiv
704.1072,"H. Mineo, J.A. Tjon, K. Tsushima, and S.N. Yang","A Faddeev Calculation for Pentaquark $\Theta^+$ in Diquark Picture with
  Nambu-Jona-Lasinio Type Interaction","Prog.Theor.Phys.Suppl.168:111-114,2007",nucl-th hep-ph,"  A Bethe-Salpeter-Faddeev (BSF) calculation is performed for the pentaquark
$\Theta^+$ in the diquark picture of Jaffe and Wilczek in which $\Theta^+$ is a
diquark-diquark-${\bar s}$ three-body system.
  Nambu-Jona-Lasinio (NJL) model is used to calculate the lowest order diagrams
in the two-body scatterings of ${\bar s}D$ and $D D$. With the use of coupling
constants determined from the meson sector, we find that ${\bar s}D$
interaction is attractive while $DD$ interaction is repulsive, and there is no
bound $\frac 12^+$ pentaquark state. A bound pentaquark $\Theta^+$ can only be
obtained with unphysically strong vector mesonic coupling constants.
",2008,arxiv
704.1073,Stefano Ansoldi and Lorenzo Sindoni,Shell-mediated tunnelling between (anti-)de Sitter vacua,"Phys.Rev.D76:064020,2007",gr-qc hep-th,"  We give an extensive study of the tunnelling between arbitrary (anti-)de
Sitter spacetimes separated by an infinitesimally thin relativistic shell in
arbitrary spacetime dimensions. In particular, we find analytically an exact
expression for the tunnelling amplitude.
  The detailed spacetime structures that can arise are discussed, together with
an effective ""regularization scheme"" for ""before tunnelling"" configurations.
",2008,arxiv
704.1074,"Satoshi Aoki, Takayuki Hibi, Hidefumi Ohsugi, Akimichi Takemura","Markov basis and Groebner basis of Segre-Veronese configuration for
  testing independence in group-wise selections","Annals of the Institute of Statistical Mathematics (2010). Vol.
  62, 299--321",math.ST math.AC stat.AP stat.TH,"  We consider testing independence in group-wise selections with some
restrictions on combinations of choices. We present models for frequency data
of selections for which it is easy to perform conditional tests by Markov chain
Monte Carlo (MCMC) methods. When the restrictions on the combinations can be
described in terms of a Segre-Veronese configuration, an explicit form of a
Gr\""obner basis consisting of moves of degree two is readily available for
performing a Markov chain. We illustrate our setting with the National Center
Test for university entrance examinations in Japan. We also apply our method to
testing independence hypotheses involving genotypes at more than one locus or
haplotypes of alleles on the same chromosome.
",2010,arxiv
704.1075,"Hong-Hao Zhang, Wen-Bin Yan, J. K. Parry, Xue-Song Li",New Terms for the Compact Form of Electroweak Chiral Lagrangian,"Commun.Theor.Phys.49:723-724,2008",hep-ph,"  The compact form of the electroweak chiral Lagrangian is a reformulation of
its original form and is expressed in terms of chiral rotated electroweak gauge
fields, which is crucial for relating the information of underlying theories to
the coefficients of the low-energy effective Lagrangian. However the compact
form obtained in previous works is not complete. In this letter we add several
new chiral invariant terms to it and discuss the contributions of these terms
to the original electroweak chiral Lagrangian.
",2008,arxiv
704.1077,"Antoine Delcroix (AOC), Michael Oberguggenberger (ISBE), Jean-Andr\'e
  Marti (GTSI)",Microlocal Asymptotic Analysis in Algebras of Generalized Functions,"Asymptot. Anal. 59, 1-2 (2008) 83-107",math.FA math.AP,"  We introduce a new type of local and microlocal asymptotic analysis in
algebras of generalized functions, based on the presheaf properties of those
algebras and on the properties of their elements with respect to a regularizing
parameter. Contrary to the more classical frequential analysis based on the
Fourier transform, we can describe a singular asymptotic spectrum which has
good properties with respect to nonlinear operations. In this spirit we give
several examples of propagation of singularities through nonlinear operators.
",2009,arxiv
704.1079,"L.E. Ibanez, A.N. Schellekens, A. M. Uranga","Instanton Induced Neutrino Majorana Masses in CFT Orientifolds with
  MSSM-like spectra","JHEP 0706:011,2007",hep-th hep-ph,"  Recently it has been shown that string instanton effects may give rise to
neutrino Majorana masses in certain classes of semi-realistic string
compactifications. In this paper we make a systematic search for supersymmetric
MSSM-like Type II Gepner orientifold constructions admitting boundary states
associated with instantons giving rise to neutrino Majorana masses and other L-
and/or B-violating operators. We analyze the zero mode structure of D-brane
instantons on general type II orientifold compactifications, and show that only
instantons with O(1) symmetry can have just the two zero modes required to
contribute to the 4d superpotential. We however discuss how the addition of
fluxes and/or possible non-perturbative extensions of the orientifold
compactifications would allow also instantons with $Sp(2)$ and U(1) symmetries
to generate such superpotentials. In the context of Gepner orientifolds with
MSSM-like spectra, we find no models with O(1) instantons with just the
required zero modes to generate a neutrino mass superpotential. On the other
hand we find a number of models in one particular orientifold of the Gepner
model $(2,4,22,22)$ with $Sp(2)$ instantons with a few extra uncharged
non-chiral zero modes which could be easily lifted by the mentioned effects. A
few more orientifold examples are also found under less stringent constraints
on the zero modes. This class of $Sp(2)$ instantons have the interesting
property that R-parity conservation is automatic and the flavour structure of
the neutrino Majorana mass matrices has a simple factorized form.
",2009,arxiv
704.1082,J.V. Alvarez and Felix Yndurain,"Superconductivity and magnetic order in CeRhIn$_{5}$; spectra of
  coexistence",Phys. Rev. Lett. 98 126406 (2007),cond-mat.str-el cond-mat.supr-con,"  We discuss the fixed-point Hamiltonian and the spectrum of excitations of a
quasi-bidimensional electronic system supporting simultaneously
antiferromamagnetic ordering and superconductivity. The coexistence of these
two order parameters in a single phase is possible because the magnetic order
is linked to the formation of a spin density wave, and its order parameter is
not associated to a spectral gap but to an energy shift of the paramagnetic
bands. This peculiarity entails several distinct features in the phase diagram
and the spectral properties of the model, which may have been observed in
CeRhIn$_5$. Apart from the coexistence, we find an abrupt suppression of the
spin density wave when the superconducting and magnetic ordering temperatures
are equal. The divergence of the cyclotron mass extracted from de Haas-van
Alphen experiments is also analyzed in the same framework.
",2015,arxiv
704.1083,Laurent Berger,"B-pairs and (phi,Gamma)-modules","Algebra & Number Theory 2 (2008), no. 1, 91--120.",math.NT math.AG,"  Main change from v1 : theorem C has been modified, see remark 3.1.7 (2).
  We study the category of B-pairs (W_e,W_dR^+) where W_e is a free
B_cris^{phi=1}-module with a semilinear and continuous action of G_K and where
W_dR^+ is a G_K-stable B_dR^+ -lattice in B_dR \otimes W_e. This category
contains the category of p-adic representations and is naturally equivalent to
the category of all (phi,Gamma)-modules over the Robba ring.
",2010,arxiv
704.1084,"M. Asorey, D. Garcia-Alvarez and J. M. Munoz-Castaneda",Vacuum Energy and Renormalization on the Edge,"J.Phys.A40:6767-6776,2007",hep-th,"  The vacuum dependence on boundary conditions in quantum field theories is
analysed from a very general viewpoint. From this perspective the
renormalization prescriptions not only imply the renormalization of the
couplings of the theory in the bulk but also the appearance of a flow in the
space of boundary conditions. For regular boundaries this flow has a large
variety of fixed points and no cyclic orbit. The family of fixed points
includes Neumann and Dirichlet boundary conditions. In one-dimensional field
theories pseudoperiodic and quasiperiodic boundary conditions are also RG fixed
points. Under these conditions massless bosonic free field theories are
conformally invariant. Among all fixed points only Neumann boundary conditions
are infrared stable fixed points. All other conformal invariant boundary
conditions become unstable under some relevant perturbations. In finite volumes
we analyse the dependence of the vacuum energy along the trajectories of the
renormalization group flow providing an interesting framework for dark energy
evolution. On the contrary, the renormalization group flow on the boundary does
not affect the leading behaviour of the entanglement entropy of the vacuum in
one-dimensional conformally invariant bosonic theories.
",2008,arxiv
704.1085,"Teruhiko Kawano, Hirosi Ooguri, and Yutaka Ookouchi",Gauge Mediation in String Theory,"Phys.Lett.B652:40-42,2007",hep-th hep-ph,"  We show that a large class of phenomenologically viable models for gauge
mediation of supersymmetry breaking based on meta-stable vacua can be realized
in local Calabi-Yau compactifications of string theory.
",2008,arxiv
704.1086,"K.G. Arun, Bala R. Iyer, B. S. Sathyaprakash, Siddhartha Sinha",Higher harmonics increase LISA's mass reach for supermassive black holes,"Phys.Rev.D75:124002,2007",gr-qc astro-ph,"  Current expectations on the signal to noise ratios and masses of supermassive
black holes which the Laser Interferometer Space Antenna (LISA) can observe are
based on using in matched filtering only the dominant harmonic of the inspiral
waveform at twice the orbital frequency. Other harmonics will affect the
signal-to-noise ratio of systems currently believed to be observable by LISA.
More significantly, inclusion of other harmonics in our matched filters would
mean that more massive systems that were previously thought to be {\it not}
visible in LISA should be detectable with reasonable SNRs. Our estimates show
that we should be able to significantly increase the mass reach of LISA and
observe the more commonly occurring supermassive black holes of masses $\sim
10^8M_\odot.$ More specifically, with the inclusion of all known harmonics LISA
will be able to observe even supermassive black hole coalescences with total
mass $\sim 10^8 M_\odot (10^9M_\odot)$ (and mass-ratio 0.1) for a low frequency
cut-off of $10^{-4}{\rm Hz}$ $(10^{-5}{\rm Hz})$ with an SNR up to $\sim 60$
$(\sim 30)$ at a distance of 3 Gpc. This is important from the astrophysical
viewpoint since observational evidence for the existence of black holes in this
mass range is quite strong and binaries containing such supermassive black
holes will be inaccessible to LISA if one uses as detection templates only the
dominant harmonic.
",2008,arxiv
704.1089,V.I. Yukalov,Representative Ensembles in Statistical Mechanics,Int. J. Mod. Phys. B 21 (2007) 69-86,cond-mat.stat-mech,"  The notion of representative statistical ensembles, correctly representing
statistical systems, is strictly formulated. This notion allows for a proper
description of statistical systems, avoiding inconsistencies in theory. As an
illustration, a Bose-condensed system is considered. It is shown that a
self-consistent treatment of the latter, using a representative ensemble,
always yields a conserving and gapless theory.
",2015,arxiv
704.109,"Yi-Fu Cai, Taotao Qiu, Yun-Song Piao, Mingzhe Li, Xinmin Zhang",Bouncing Universe with Quintom Matter,"JHEP 0710:071,2007",gr-qc astro-ph hep-ph hep-th,"  The bouncing universe provides a possible solution to the Big Bang
singularity problem. In this paper we study the bouncing solution in the
universe dominated by the Quintom matter with an equation of state (EoS)
crossing the cosmological constant boundary. We will show explicitly the
analytical and numerical bouncing solutions in three types of models for the
Quintom matter with an phenomenological EoS, the two scalar fields and a scalar
field with a modified Born-Infeld action.
",2009,arxiv
704.1092,"Motohisa Fukuda, Michael M. Wolf",Simplifying additivity problems using direct sum constructions,"J. Math. Phys. 48, 072101 (2007)",quant-ph,"  We study the additivity problems for the classical capacity of quantum
channels, the minimal output entropy and its convex closure. We show for each
of them that additivity for arbitrary pairs of channels holds iff it holds for
arbitrary equal pairs, which in turn can be taken to be unital. In a similar
sense, weak additivity is shown to imply strong additivity for any convex
entanglement monotone. The implications are obtained by considering direct sums
of channels (or states) for which we show how to obtain several information
theoretic quantities from their values on the summands. This provides a simple
and general tool for lifting additivity results.
",2007,arxiv
704.1093,E.V. Doktorov and M.A. Molchan,"Modulational instability in nonlocal Kerr-type media with random
  parameters","Phys. Rev. A 75, 053819 (2007)",nlin.PS nlin.CD,"  Modulational instability of continuous waves in nonlocal focusing and
defocusing Kerr media with stochastically varying diffraction (dispersion) and
nonlinearity coefficients is studied both analytically and numerically. It is
shown that nonlocality with the sign-definite Fourier images of the medium
response functions suppresses considerably the growth rate peak and bandwidth
of instability caused by stochasticity. Contrary, nonlocality can enhance
modulational instability growth for a response function with negative-sign
bands.
",2009,arxiv
704.1094,"Jae-Joon Lee, Bon-Chul Koo, John Raymond, Parviz Ghavamian, Tae-Soo
  Pyo, Akito Ta jitsu, and Masahiko Hayashi","SUBARU HDS Observations of a Balmer-Dominated Shock in Tycho's Supernova
  Remnant","Astrophys.J.Lett.659:L133-L136,2007",astro-ph,"  We present an Ha spectral observation of a Balmer-dominated shock on the
eastern side of Tycho's supernova remnant using the Subaru Telescope. Utilizing
the High Dispersion Spectrograph (HDS), we measure the spatial variation of the
line profile between preshock and postshock gas. Our observation clearly shows
a broadening and centroid shift of the narrow-component postshock Ha line
relative to the Ha emission from the preshock gas. The observation supports the
existence of a thin precursor where gas is heated and accelerated ahead of the
shock. Furthermore, the spatial profile of the emission ahead of the Balmer
filament shows a gradual gradient in the Ha intensity and line width ahead of
the shock. We propose that this region (~10^16 cm) is likely to be the
spatially resolved precursor. The line width increases from ~30 up to ~45 km/s,
and its central velocity shows a redshift of ~5 km/s across the shock front.
The characteristics of the precursor are consistent with a cosmic-ray
precursor, although the possibility of a fast neutral precursor is not ruled
out.
",2009,arxiv
704.1095,V.M. Gichev,"Orbits of tori extended by finite groups and their polynomial hulls: the
  case of connected complex orbits","Contemporary Mathematics, v. 455, p. 109-130 (2008)",math.CV,"  Let $V$ be a complex linear space, $G\subset\GL(V)$ be a compact group. We
consider the problem of description of polynomial hulls $\wh{Gv}$ for orbits
$Gv$, $v\in V$, assuming that the identity component of $G$ is a torus $T$. The
paper contains a universal construction for orbits which satisfy the inclusion
$Gv\subset T^\bbC v$ and a characterization of pairs $(G,V)$ such that it is
true for a generic $v\in V$. The hull of a finite union of $T$-orbits in
$T^\bbC v$ can be distinguished in $\clos T^\bbC v$ by a finite collection of
inequalities of the type $\abs{z_1}^{s_1}...\abs{z_n}^{s_n}\leq c$. In
particular, this is true for $Gv$. If powers in the monomials are independent
of $v$, $Gv\subset T^\bbC v$ for a generic $v$, and either the center of $G$ is
finite or $T^\bbC$ has an open orbit, then the space $V$ and the group $G$ are
products of standard ones; the latter means that $G=S_nT$, where $S_n$ is the
group of all permutations of coordinates and $T$ is either $\bbT^n$ or
$\SU(n)\cap\bbT^n$, where $\bbT^n$ is the torus of all diagonal matrices in
$\rU(n)$. The paper also contains a description of polynomial hulls for orbits
of isotropy groups of bounded symmetric domains. This result is already known,
but we formulate it in a different form and supply with a shorter proof.
",2009,arxiv
704.1096,"Yasunari Kurita, Takao Morinari","Formation of a sonic horizon in isotropically expanding Bose-Einstein
  condensates","Phys. Rev.A76:053603, 2007",cond-mat.other gr-qc hep-th,"  We propose a simple experiment to create a sonic horizon in isotropically
trapped cold atoms within currently available experimental techniques.
Numerical simulation of the Gross-Pitaevskii equation shows that the sonic
horizon should appear by making the condensate expand. The expansion is
triggered by changing the interaction which can be controlled by the Feshbach
resonance in real experiments. The sonic horizon is shown to be quasi-static
for sufficiently strong interaction or large number of atoms. The
characteristic temperature that is associated with particle emission from the
horizon, which corresponds to the Hawking temperature in an ideal situation, is
estimated to be a few nK.
",2009,arxiv
704.1097,Enzo Granato,"Zero-temperature resistive transition in Josephson-junction arrays at
  irrational frustration","Phys. Rev. B 75, 184527 (2007)",cond-mat.supr-con cond-mat.stat-mech,"  We use a driven Monte Carlo dynamics in the phase representation to determine
the linear resistivity and current-voltage scaling of a two-dimensional
Josephson-junction array at an irrational flux quantum per plaquette. The
results are consistent with a phase-coherence transition scenario where the
critical temperature vanishes. The linear resistivity is nonzero at any finite
temperatures but nonlinear behavior sets in at a temperature-dependent
crossover current determined by the thermal critical exponent. From a dynamic
scaling analysis we determine this critical exponent and the thermally
activated behavior of the linear resistivity. The results are in agreement with
earlier calculations using the resistively shunted-junction model for the
dynamics of the array. The linear resistivity behavior is consistent with some
experimental results on arrays of superconducting grains but not on wire
networks, which we argue have been obtained in a current regime above the
crossover current.
",2009,arxiv
704.1099,"Bence Toth, Janos Kertesz",The Epps effect revisited,"Quantitative Finance, 9(7), 793 (2009)",q-fin.ST physics.data-an physics.soc-ph,"  We analyse the dependence of stock return cross-correlations on the sampling
frequency of the data known as the Epps effect: For high resolution data the
cross-correlations are significantly smaller than their asymptotic value as
observed on daily data. The former description implies that changing trading
frequency should alter the characteristic time of the phenomenon. This is not
true for the empirical data: The Epps curves do not scale with market activity.
The latter result indicates that the time scale of the phenomenon is connected
to the reaction time of market participants (this we denote as human time
scale), independent of market activity. In this paper we give a new description
of the Epps effect through the decomposition of cross-correlations. After
testing our method on a model of generated random walk price changes we justify
our analytical results by fitting the Epps curves of real world data.
",2009,arxiv
704.1101,"Emmanuel Briand, Mercedes Rosas, Mike Zabrocki",On the S_n-module structure of the noncommutative harmonics,"Journal of Combinatorial Theory, Series A, Volume 115, Issue 6,
  August 2008, pages 1077-1085.",math.CO math.RT,"  Using a noncommutative analog of Chevalley's decomposition of polynomials
into symmetric polynomials times coinvariants due to Bergeron, Reutenauer,
Rosas, and Zabrocki we compute the graded Frobenius series for their two sets
of noncommutative harmonics with respect to the left action of the symmetric
group (acting on variables). We use these results to derive the Frobenius
series for the enveloping algebra of the derived free Lie algebra in n
variables.
",2008,arxiv
704.1103,A.N. Mitra,"Spin Dynamics Of $qqq$ Wave Function On Light Front In High Momentum
  Limit Of QCD : Role Of $qqq$ Force","Annals Phys.323:845-865,2008",hep-ph,"  The contribution of a spin-rich $qqq$ force (in conjunction with pairwise
$qq$ forces) to the analytical structure of the $qqq$ wave function is worked
out in the high momentum regime of QCD where the confining interaction may be
ignored, so that the dominant effect is $Coulombic$. A distinctive feature of
this study is that the spin-rich $qqq$ force is generated by a $ggg$ vertex (a
genuine part of the QCD Lagrangian) wherein the 3 radiating gluon lines end on
as many quark lines, giving rise to a (Mercedes-Benz type) $Y$-shaped diagram.
The dynamics is that of a Salpeter-like equation (3D support for the kernel)
formulated covariantly on the light front, a la Markov-Yukawa Transversality
Principle (MYTP) which warrants a 2-way interconnection between the 3D and 4D
Bethe-Salpeter (BSE) forms for 2 as well as 3 fermion quarks. With these
ingredients, the differential equation for the 3D wave function $\phi$ receives
well-defined contributions from the $qq$ and $qqq$ forces. In particular a
$negative$ eigenvalue of the spin operator $i \sigma_1.\sigma_2\times \sigma_3$
which is an integral part of the $qqq$ force, causes a characteristic
singularity in the differential equation, signalling the dynamical effect of a
spin-rich $qqq$ force not yet considered in the literature. The potentially
crucial role of this interesting effect vis-a-vis the so-called `spin anomaly'
of the proton, is a subject of considerable physical interest.
",2009,arxiv
704.1104,"M. Gomes, J. R. Nascimento, E. Passos, A. Yu. Petrov, A. J. da Silva","On the induction of the four-dimensional Lorentz-breaking non-Abelian
  Chern-Simons action","Phys.Rev.D76:047701,2007",hep-th,"  A four-dimensional Lorentz-breaking non-Abelian Chern-Simons like action is
generated as a one-loop perturbative correction via an appropriate
Lorentz-breaking coupling of the non-Abelian gauge field to the spinor field.
This term is shown to be regularization dependent but nevertheless it can be
found unambiguously in different regularization schemes at zero and finite
temperature.
",2008,arxiv
704.1105,Valentin. A. Rantsev-Kartinov,Neutrino Astronomy with High Spatial Resolution is Already Existing,"1-4244-0914-4/07, pp. 1589-1594, (2007), IEEE",astro-ph,"  By basing on observations of skeletal structures of the Sun and assuming that
some of them are located inside of star, and also that a filamentary (linear)
matter (whose a model earlier was put forward by B.U. Rodionov) is in basis of
these internal structures the author consider possible processes of images
formation of these structures inside the Sun and theirs coming out into space
and also gives an elementary estimations of its parameters, which allow: i) to
form their images in a flux of electronic neutrinos; ii) to carry out these
images from within of the Sun into space; iii) to develop these images in form
of a concomitant flux of soft x-ray, which next is recorded by telescope of
soft x-ray. It is supposed the processes considered here, actually, can be
accepted as future base of neutrino astronomy with high spatial resolution.
",2008,arxiv
704.1106,Zhi-Gang Wang,Analysis of $\Omega_c^*(css)$ and $\Omega_b^*(bss)$ with QCD sum rules,"Eur.Phys.J.C54:231-237,2008",hep-ph,"  In this article, we calculate the masses and residues of the heavy baryons
$\Omega_c^*(css)$ and $\Omega_b^*(bss)$ with spin-parity ${3/2}^+$ with the QCD
sum rules. The numerical values are compatible with experimental data and other
theoretical estimations.
",2008,arxiv
704.1107,"A. Senorita Devi (Manipur Univ), R. Misra (IUCAA), V. K. Agrawal
  (TIFR), K. Y. Singh (Manipur Univ)",The dependence of the estimated luminosities of ULX on spectral models,"Astrophys.J.664:458-466,2007",astro-ph,"  Data from {\it Chandra} observations of thirty nearby galaxies were analyzed
and 365 X-ray point sources were chosen whose spectra were not contaminated by
excessive diffuse emission and not affected by photon pile up. The spectra of
these sources were fitted using two spectral models (an absorbed power-law and
a disk blackbody) to ascertain the dependence of estimated parameters on the
spectral model used. It was found that the cumulative luminosity function
depends on the choice of the spectral model, especially for luminosities $>
10^{40}$ ergs/s. In accordance with previous results, a large number ($\sim
80$) of the sources have luminosities $> 10^{39}$ ergs/s (Ultra-Luminous X-ray
sources) with indistinguishable average spectral parameters (inner disk
temperature $\sim 1$ keV and/or photon index $\Gamma \sim 2$) with those of the
lower luminosities ones. After considering foreground stars and known
background AGN,we identify four sources whose minimum luminosity exceed
$10^{40}$ ergs/s, and call them Extremely Luminous X-ray sources (ELX). The
spectra of these sources are in general better represented by the disk black
body model than the power-law one. These ELX can be grouped into two distinct
spectral classes. Two of them have an inner disk temperature of $< 0.5$ keV and
hence are called ``supersoft'' ELX, while the other two have temperatures
$\gtrsim 1.3$ keV and are called ``hard'' ELX. The estimated inner disk
temperatures of the supersoft ELX are compatible with the hypothesis that they
harbor intermediate size black holes, which are accreting at $\sim 0.5$ times
their Eddington Luminosity. The radiative mechanism for hard ELX, seems to be
Inverse Comptonization, which in contrast to standard black holes systems, is
probably saturated.
",2009,arxiv
